nx_date,nt_trade_date,nt_accounting_date,nt_fund_code,nt_security_description,nt_security_currency,nt_gti_code,nt_quotation_name,nt_issuer_country_name,nt_bloomberg_code,nt_transaction_quantity,nt_transaction_price
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,SVENSKA CELLULOSA AB SCA-B,SEK,S01,STOCKHOLM,SWEDEN,SCAB SS,42051,428.7
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT2754,LAM RESEARCH CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),LRCX UW,702,2747.1
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,JULIUS BAER GROUP LTD,CHF,S01,SIX Swiss Exchange,SWITZERLAND,BAER SE,9183,144.33
1/29/2024,1/26/2024 0:00:00,"Monday, January 29",NGT2754,PROGRESSIVE CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PGR UN,2430,538.26
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT2754,BUILDERS FIRSTSOURCE INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BLDR UN,330,503.01
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT2754,GRACO INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GGG UN,660,269.13
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT2754,MICROSOFT CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),MSFT UW,3099,1229.16
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT2754,SCENTRE GROUP,AUD,S62,AUSTRALIAN S.E.,AUSTRALIA,SCG AT,53832,8.67
2/27/2024,2/27/2024 0:00:00,"Tuesday, February 27",NGT2754,ELECTRONIC ARTS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),EA UW,92415,0.57
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT2754,AUTOMATIC DATA PROCESSING,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),ADP UW,696,760.65
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT2754,TELUS CORP,CAD,S01,TSX Toronto Stock Exchange,CANADA,T CT,7458,70.2
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT2754,METTLER-TOLEDO INTERNATIONAL,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MTD UN,159,3659.82
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT2754,AVERY DENNISON CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AVY UN,549,642.93
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,COLOPLAST-B,DKK,S01,COPENHAGEN,DENMARK,COLOB DC,10368,2665.8
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,RIVIAN AUTOMOTIVE INC-A,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),RIVN UW,41346,46.17
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT2754,WORKDAY INC-CLASS A,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),WDAY UW,1800,914.67
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT2754,IRON MOUNTAIN INC,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),IRM UN,933,197.82
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT2754,CME GROUP INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),CME UW,582,658.32
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT2754,SHERWIN-WILLIAMS CO/THE,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),SHW UN,1407,913.14
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT2754,DANAHER CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DHR UN,1809,743.97
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,BECTON DICKINSON AND CO,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BDX UN,20232,735.96
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,DHL GROUP,EUR,S01,XETRA FRANKFURT,GERMANY,DHL GY,9060,129.3
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT2754,TESLA INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TSLA UW,2775,566.13
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,CARRIER GLOBAL CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CARR UN,47898,161.31
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,OMRON CORP,JPY,S01,TOKYO,JAPAN,6645 JT,38100,17187
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,CARL ZEISS MEDITEC AG - BR,EUR,S01,XETRA FRANKFURT,GERMANY,AFX GY,2193,330.75
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT2754,DNB BANK ASA,NOK,S01,OSLO,NORWAY,DNB NO,21705,615.6
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT2754,CHURCH & DWIGHT CO INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CHD UN,882,293.49
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,BROOKFIELD RENEWABLE COR-A,CAD,S01,TSX Toronto Stock Exchange,UNITED-STATES (U.S.A.),BEPC CT,27576,101.76
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT2754,3I GROUP PLC,GBP,S01,LSE SETS,GREAT-BRITAIN,III LN,2901,73.47
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT2754,DEUTSCHE BOERSE AG,EUR,S01,XETRA FRANKFURT,GERMANY,DB1 GY,294,577.65
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT2754,FUJITSU LIMITED,JPY,S01,TOKYO,JAPAN,6702 JT,300,68115
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT2754,SWISS RE AG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,SREN SE,1158,307.5
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,DEXUS/AU,AUD,S62,AUSTRALIAN S.E.,AUSTRALIA,DXS AT,187734,22.41
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,PPG INDUSTRIES INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PPG UN,18705,427.95
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT2754,IDEXX LABORATORIES INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),IDXX UW,414,1681.68
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT2754,CAPITALAND ASCENDAS REIT,SGD,S62,SINGAPORE,SINGAPORE,CLAR SP,59700,8.28
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,METRO INC/CN,CAD,S01,TSX Toronto Stock Exchange,CANADA,MRU CT,50670,213.66
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT2754,NEC CORP,JPY,S01,TOKYO,JAPAN,6701 JT,1500,30735
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT2754,LAM RESEARCH CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),LRCX UW,810,2475.51
1/30/2024,1/29/2024 0:00:00,"Tuesday, January 30",NGT2754,WW GRAINGER INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GWW UN,489,2688.48
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT2754,SIG GROUP AG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,SIGN SE,11559,51.93
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT2754,TRAVELERS COS INC/THE,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),TRV UN,381,666.9
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT2754,HENRY SCHEIN INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),HSIC UW,2280,222.6
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,CREDIT AGRICOLE SA,EUR,S01,EURONEXT PARIS,FRANCE,ACA FP,25209,37.548
1/30/2024,1/30/2024 0:00:00,"Tuesday, January 30",NGT2754,CAN APARTMENT PROP REAL ESTA,CAD,S62,TSX Toronto Stock Exchange,CANADA,CAR-U CT,129237,0.36252
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT2754,AMERICAN WATER WORKS CO INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AWK UN,3513,366.6
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT2754,VAT GROUP AG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,VACN SE,156,1335
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT2754,WATERS CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),WAT UN,414,981.09
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,TERNA-RETE ELETTRICA NAZIONA,EUR,S01,EURONEXT MILAN,ITALY,TRN IM,297510,22.62
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT2754,TRAVELERS COS INC/THE,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),TRV UN,1602,649.86
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT2754,ALCON INC,CHF,S01,SIX Swiss Exchange,SWITZERLAND,ALC SE,5760,194.94
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT2754,ADVANTEST CORP,JPY,S01,TOKYO,JAPAN,6857 JT,13200,19641
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,COOPER COS INC/THE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),COO UW,34884,294.24
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT2754,JM SMUCKER CO/THE,USD,S53,N.Y.S.E.,UNITED-STATES (U.S.A.),SJM UN,324,372.87
1/29/2024,1/26/2024 0:00:00,"Monday, January 29",NGT2754,EXELON CORP,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),EXC UW,12708,105.03
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT2754,ILLINOIS TOOL WORKS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ITW UN,921,779.25
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT2754,QUANTA SERVICES INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PWR UN,762,586.68
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT2754,IDEX CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IEX UN,2043,634.5
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT2754,TRUIST FINANCIAL CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),TFC UN,4026,106.23
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT2754,IQVIA HOLDINGS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IQV UN,17358,711.84
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT2754,ROCKWELL AUTOMATION INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ROK UN,447,833.43
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,ZOETIS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ZTS UN,1878,552.24
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,SHERWIN-WILLIAMS CO/THE,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),SHW UN,204,961.86
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,NXP SEMICONDUCTORS NV,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),NETHERLANDS,NXPI UW,-2025,644.97
2/8/2024,2/8/2024 0:00:00,"Thursday, February 8",NGT6144,CAPITALAND ASCENDAS REIT,SGD,S62,SINGAPORE,SINGAPORE,CLAR SP,0,8.52
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,BROTHER INDUSTRIES LTD,JPY,S01,TOKYO,JAPAN,6448 JT,8400,7842
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,TRUIST FINANCIAL CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),TFC UN,5580,107.52
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,BECTON DICKINSON AND CO,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BDX UN,1515,715.83
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,HENRY SCHEIN INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),HSIC UW,3213,221.16
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,AMPLIFON SPA,EUR,S01,EURONEXT MILAN,ITALY,AMP IM,22191,94.38
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,BOOKING HOLDINGS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),BKNG UW,18,10586.43
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,GRACO INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GGG UN,5040,259.86
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,HOLOGIC INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),HOLX UW,5085,220.32
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,NATIONAL BANK OF CANADA,CAD,S01,TSX Toronto Stock Exchange,CANADA,NA CT,1416,313.62
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,SCENTRE GROUP,AUD,S62,AUSTRALIAN S.E.,AUSTRALIA,SCG AT,40656,9.21
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,EXPEDITORS INTL WASH INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),EXPD UN,3378,378.99
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,US BANCORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),USB UN,2766,120.54
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,HANG SENG BANK LTD,HKD,S01,HONG KONG,HONG KONG,11 HK,4800,241.05
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,HILTON WORLDWIDE HOLDINGS IN,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),HLT UN,1620,578.1
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,TDK CORP,JPY,S01,TOKYO,JAPAN,6762 JT,27900,23139
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,SCENTRE GROUP,AUD,S62,AUSTRALIAN S.E.,AUSTRALIA,SCG AT,48789,9.24
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,GENERAL MILLS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GIS UN,6741,194.73
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,WEST PHARMACEUTICAL SERVICES,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),WST UN,765,1228.92
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,INTL FLAVORS & FRAGRANCES,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IFF UN,1701,238.44
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,CHURCH & DWIGHT CO INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CHD UN,882,293.49
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,MARTIN MARIETTA MATERIALS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MLM UN,174,1509
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,BANK OF NOVA SCOTIA,CAD,S01,TSX Toronto Stock Exchange,CANADA,BNS CT,2880,183.45
2/13/2024,12/28/2023 0:00:00,"Tuesday, February 13",NGT6144,TRANSURBAN GROUP,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,TCL AT,2050221,0.14486964
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,ILLINOIS TOOL WORKS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ITW UN,2232,766.65
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,ELEVANCE HEALTH INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ELV UN,111,1536.51
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,ORIENTAL LAND CO LTD,JPY,S01,TOKYO,JAPAN,4661 JT,3000,16626
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,TORO CO,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),TTC UN,6627,279.27
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,ADVANTEST CORP,JPY,S01,TOKYO,JAPAN,6857 JT,5700,20718
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,METTLER-TOLEDO INTERNATIONAL,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MTD UN,114,3585.78
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,DANAHER CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DHR UN,1809,743.97
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,TRACTOR SUPPLY COMPANY,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TSCO UW,1923,704.7
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,ELIA GROUP SA/NV,EUR,S01,EURONEXT BRUSSELS,BELGIUM,ELI BB,5994,309
2/23/2024,2/23/2024 0:00:00,"Friday, February 23",NGT6144,TRACTOR SUPPLY COMPANY,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TSCO UW,51273,3.3
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,SUMITOMO MITSUI FINANCIAL GR,JPY,S01,TOKYO,JAPAN,8316 JT,8700,23100
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,FERGUSON PLC,USD,S01,N.Y.S.E.,GREAT-BRITAIN,FERG UN,7206,605.43
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,KDDI CORP,JPY,S01,TOKYO,JAPAN,9433 JT,13500,14691
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,SWISS RE AG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,SREN SE,927,317.55
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,HCA HEALTHCARE INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),HCA UN,651,918.96
2/13/2024,12/28/2023 0:00:00,"Tuesday, February 13",NGT6144,TRANSURBAN GROUP,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,TCL AT,2050221,0.19833657
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,FOX CORP - CLASS A,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),FOXA UW,23877,89.85
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,AVERY DENNISON CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AVY UN,13086,632.79
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,TESLA INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TSLA UW,1560,598.2
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,SUMITOMO MITSUI FINANCIAL GR,JPY,S01,TOKYO,JAPAN,8316 JT,49200,24003
2/22/2024,2/22/2024 0:00:00,"Thursday, February 22",NGT6144,MOODYS CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MCO UN,78408,2.55
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,SEIKO EPSON CORP,JPY,S01,TOKYO,JAPAN,6724 JT,44700,7284
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,AEON CO LTD,JPY,S01,TOKYO,JAPAN,8267 JT,18000,10632
1/30/2024,1/30/2024 0:00:00,"Tuesday, January 30",NGT6144,WEST PHARMACEUTICAL SERVICES,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),WST UN,43284,0.6
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,TELUS CORP,CAD,S01,TSX Toronto Stock Exchange,CANADA,T CT,5961,71.52
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,AJINOMOTO CO INC,JPY,S01,TOKYO,JAPAN,2802 JT,2700,18507
2/22/2024,2/22/2024 0:00:00,"Thursday, February 22",NGT6144,ROBERT HALF INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),RHI UN,84486,1.59
2/15/2024,2/15/2024 0:00:00,"Thursday, February 15",NGT6144,JM SMUCKER CO/THE,USD,S53,N.Y.S.E.,UNITED-STATES (U.S.A.),SJM UN,126261,3.18
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,PRUDENTIAL FINANCIAL INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PRU UN,2559,312.96
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,DECKERS OUTDOOR CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DECK UN,51,2652.18
1/29/2024,1/26/2024 0:00:00,"Monday, January 29",NGT6144,AUTOMATIC DATA PROCESSING,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),ADP UW,1818,708.3
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,PROLOGIS INC,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),PLD UN,2895,391.5
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,PROSUS NV,EUR,S01,EURONEXT AMSTERDAM,NETHERLANDS,PRX NA,14241,84.21
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,MARTIN MARIETTA MATERIALS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MLM UN,846,1581.42
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,DECKERS OUTDOOR CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),DECK UN,567,2318.55
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,ZIMMER BIOMET HOLDINGS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ZBH UN,3525,376.8
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,IQVIA HOLDINGS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IQV UN,2100,633.9
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,QUANTA SERVICES INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),PWR UN,831,630.33
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,SHOPIFY INC - CLASS A,CAD,S01,TSX Toronto Stock Exchange,CANADA,SHOP CT,666,303.54
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,COCHLEAR LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,COH AT,486,1037.61
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,HCA HEALTHCARE INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),HCA UN,498,916.29
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,WW GRAINGER INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GWW UN,486,2686.92
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,UCB SA,EUR,S01,EURONEXT BRUSSELS,BELGIUM,UCB BB,4686,260.58
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,CME GROUP INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),CME UW,2115,617.52
2/8/2024,2/8/2024 0:00:00,"Thursday, February 8",NGT6144,CENCORA INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),COR UN,55992,1.53
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,ELECTRONIC ARTS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),EA UW,15810,423.51
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,CAPITALAND INVESTMENT LTD/SI,SGD,S01,SINGAPORE,SINGAPORE,CLI SP,57000,8.49
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,VESTAS WIND SYSTEMS A/S,DKK,S01,COPENHAGEN,DENMARK,VWS DC,23325,552.9
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,YASKAWA ELECTRIC CORP,JPY,S01,TOKYO,JAPAN,6506 JT,1200,17886
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,US BANCORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),USB UN,2766,120.54
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,AIA GROUP LTD,HKD,S01,HONG KONG,HONG KONG,1299 HK,31800,188.4
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,SG HOLDINGS CO LTD,JPY,S01,TOKYO,JAPAN,9143 JT,14400,5706
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,FOX CORP - CLASS B,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),FOX UW,9870,82.35
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,NXP SEMICONDUCTORS NV,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),NETHERLANDS,NXPI UW,1509,731.37
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,GENERAL MILLS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GIS UN,4050,187.11
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,OLD DOMINION FREIGHT LINE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),ODFL UW,123,1310.79
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,DEXUS/AU,AUD,S62,AUSTRALIAN S.E.,AUSTRALIA,DXS AT,12144,22.11
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,KBC GROUP NV,EUR,S01,EURONEXT BRUSSELS,BELGIUM,KBC BB,960,192
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,TRUIST FINANCIAL CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),TFC UN,4257,110.46
